title,brand,intended_use,color,weight,cpu_family,cpu_model,cpu_generation,cpu_cores,cpu_max_ghz,ram_gb,ram_type,gpu_model,gpu_type,gpu_vram_gb,gpu_vram_type,ssd_gb,hdd_gb,screen_size_inch,resolution,display_standard,refresh_rate_hz,panel_type,operating_system,scraped_at,price_try,url,platform,source_file
"dell vostro 3530 intel core i7-1355u 64gb 1tb ssd 15.6"" fhd 120hz freedos taşınabilir bilgisayar n1601pvnb3530u 005",dell,ofis-is,siyah,1 - 2 kg,intel core i7,1355u,13.0,,5.0,64.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,120.0,wva,freedos,2025-12-03 01:19:15,47789.99,https://www.hepsiburada.com/dell-vostro-3530-intel-core-i7-1355u-64gb-1tb-ssd-15-6-fhd-120hz-freedos-tasinabilir-bilgisayar-n1601pvnb3530u-005-pm-hbc000060yzbl,hepsiburada,hb_details_202512030147.csv
"acer swift 3 sf314-43 amd ryzen 5 5500u 8gb 512gb ssd windows 11 home 14"" taşınabilir bilgisayar nx.ab1ey.009",acer,,gümüş,1 - 2 kg,,,,,4.0,8.0,ddr4,amd integrated,integrated,0.0,shared,512.0,512.0,14.0,1920x1080,,,ips,windows home,2025-12-03 01:19:17,24999.0,https://www.hepsiburada.com/acer-swift-3-sf314-43-amd-ryzen-5-5500u-8gb-512gb-ssd-windows-11-home-14-tasinabilir-bilgisayar-nx-ab1ey-009-pm-hbc000077xx9j,hepsiburada,hb_details_202512030147.csv
hp elitebook 860 g11 970p1et ultra7-155h 32 gb 1 tb ssd 16'' wuxga w11pro dizüstü bilgisayar,hp,ofis-is,gümüş,2 kg ve altı,intel core ultra 7,155h,1.0,,4.8,32.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,60.0,ips,windows pro,2025-12-03 01:19:19,58839.77,https://www.hepsiburada.com/hp-elitebook-860-g11-970p1et-ultra7-155h-32-gb-1-tb-ssd-16-wuxga-w11pro-dizustu-bilgisayar-pm-hbc00008fdaub,hepsiburada,hb_details_202512030147.csv
"lenovo loq 15iax9 83gs00pdtr intel core i5-12600hx 8gb 512gb ssd rtx3050-6gb 15.6"" ips freedos taşınabilir bilgisayar",lenovo,,gri,2 - 4 kg,intel core i5,12600h,12.0,,4.6,8.0,ddr5,nvidia rtx 3050,dedicated,6.0,gddr6,512.0,,15.6,1920x1080,,,ips,freedos,2025-12-03 01:19:21,33119.04,https://www.hepsiburada.com/lenovo-loq-15iax9-83gs00pdtr-intel-core-i5-12600hx-8gb-512gb-ssd-rtx3050-6gb-15-6-ips-freedos-tasinabilir-bilgisayar-pm-hbc00007wmzti,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16iah8 intel core i5-12450h 16gb 512gb ssd 16"" wuxga (1920x1200) ips panel freedos taşınabilir bilgisayar 83es0034tr",lenovo,ofis-is,gri,1 - 2 kg,intel core i5,intel core i5,12.0,,4.4,16.0,,intel integrated,integrated,0.0,shared,512.0,,16.0,1920x1200,wuxga,60.0,ips,freedos,2025-12-03 01:19:24,29142.7,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16iah8-intel-core-i5-12450h-16gb-512gb-ssd-16-wuxga-1920x1200-ips-panel-freedos-tasinabilir-bilgisayar-83es0034tr-pm-hbc00006xjhor,hepsiburada,hb_details_202512030147.csv
"hp victus 16-r0029nt intel i7-13700h ddr5 16gb 1tb ssd gen4 6gb rtx 4050 16.1""freedos laptop 7p6c1ea",hp,oyun,gri,2 - 4 kg,intel core i7,intel core i7,13.0,,5.0,16.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,1024.0,,16.1,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:19:26,155763.89,https://www.hepsiburada.com/hp-victus-16-r0029nt-intel-i7-13700h-ddr5-16gb-1tb-ssd-gen4-6gb-rtx-4050-16-1-freedos-laptop-7p6c1ea-pm-hbc00004huysw,hepsiburada,hb_details_202512030147.csv
"lenovo v15 g4 iru intel core i5-13420h 40gb 1tb ssd 15.6"" fhd freedos taşınabilir bilgisayar 83a100a4tr010",lenovo,ofis-is,siyah,1 - 2 kg,intel core i5,,13.0,,3.4,40.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,,tn,freedos,2025-12-03 01:19:28,33990.0,https://www.hepsiburada.com/lenovo-v15-g4-iru-intel-core-i5-13420h-40gb-1tb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-83a100a4tr010-pm-hbc00005s38i4,hepsiburada,hb_details_202512030147.csv
"lenovo v15 g4 iru intel core i5-13420h 16gb 512gb ssd 15.6"" fhd windows 11 pro taşınabilir bilgisayar 83a1008xtr016",lenovo,ofis-is,siyah,1 - 2 kg,intel core i5,,13.0,,3.4,16.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,,tn,windows pro,2025-12-03 01:19:30,24999.0,https://www.hepsiburada.com/lenovo-v15-g4-iru-intel-core-i5-13420h-16gb-512gb-ssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-83a1008xtr016-pm-hbc00005r8k72,hepsiburada,hb_details_202512030147.csv
"acer nitro v 15 intel core i5 13420h 16 gb 512 gb ssd rtx 4050 6 gb freedos 15.6"" fhd ips taşınabilir bilgisayar nh.qnbey.001+165",acer,,siyah,2 - 4 kg,intel core i5,intel core i5,13.0,,4.6,8.0,ddr5,nvidia rtx 4050,dedicated,6.0,ddr5,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:19:32,38399.04,https://www.hepsiburada.com/acer-nitro-v-15-intel-core-i5-13420h-16-gb-512-gb-ssd-rtx-4050-6-gb-freedos-15-6-fhd-ips-tasinabilir-bilgisayar-nh-qnbey-001-165-pm-hbc00005h87k7,hepsiburada,hb_details_202512030147.csv
"hp 250 g8 intel core i5 1135g7 16gb 512gb ssd windows 10 pro 15.6"" fhd taşınabilir bilgisayar 34n75es14",hp,ofis-is,siyah,1 - 2 kg,intel core i5,intel core i5,11.0,,4.2,16.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,,sva,windows pro,2025-12-03 01:19:34,43686.22,https://www.hepsiburada.com/hp-250-g8-intel-core-i5-1135g7-16gb-512gb-ssd-windows-10-pro-15-6-fhd-tasinabilir-bilgisayar-34n75es14-pm-hbc00001ujoxs,hepsiburada,hb_details_202512030147.csv
"lenovo loq 15irx9 intel core i7 13650hx 32gb 1tb ssd 6gb rtx4050 freedos 15.6"" fhd taşınabilir bilgisayar 83dv00wrtr",lenovo,oyun,gri,2 - 4 kg,intel core i7,13650hx,13.0,,4.9,32.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:19:37,56571.55,https://www.hepsiburada.com/lenovo-loq-15irx9-intel-core-i7-13650hx-32gb-1tb-ssd-6gb-rtx4050-freedos-15-6-fhd-tasinabilir-bilgisayar-83dv00wrtr-pm-hbc000083gnk0,hepsiburada,hb_details_202512030147.csv
"dell vostro 15 3530 intel core i7 1355u 16 gb 512 gb ssd 15.6"" fhd windows 11 pro taşınabilir bilgisayar n1601pvnb3530u w11 o3",dell,ofis-is,gri,1 - 2 kg,intel core i7,1355u,13.0,,5.0,16.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,120.0,led,windows pro,2025-12-03 01:19:39,31899.0,https://www.hepsiburada.com/dell-vostro-15-3530-intel-core-i7-1355u-16-gb-512-gb-ssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-n1601pvnb3530u-w11-o3-pm-hbc000064szpz,hepsiburada,hb_details_202512030147.csv
"casper excalibur g915 i7-13620h 32gb 1tb 8gb rtx5070 165hz 16"" freedos gaming laptop g915.1362-df70x-c",casper,oyun,siyah,2 - 4 kg,intel core i7,13620h,13.0,,4.9,32.0,ddr5,nvidia rtx 5070,dedicated_high_end,8.0,gddr7,,,16.0,1920x1200,fhd,165.0,ips,freedos,2025-12-03 01:19:41,70551.84,https://www.hepsiburada.com/casper-excalibur-g915-i7-13620h-32gb-1tb-8gb-rtx5070-165hz-15-6-freedos-gaming-laptop-g915-1362-df70x-c-pm-hbc00009qzqhr,hepsiburada,hb_details_202512030147.csv
"asus zenbook 14 ux3405ca-pp489w intel core ultra 9 285h 32gb 1tb ssd 14.0"" 3k (2880 x 1800) oled 120hz 0.2ms ips panel windows 11 home taşınabilir bilgisayar",asus,ofis-is,gümüş,2 kg ve altı,intel core ultra 9,285h,,16.0,2.9,32.0,lpddr5x,intel integrated,integrated,0.0,shared,1024.0,,14.0,2880x1800,oled,120.0,oled,windows home,2025-12-03 01:19:43,78999.0,https://www.hepsiburada.com/asus-zenbook-14-ux3405ca-pp489w-intel-ultra-9-285h-32gb-ram-1tb-ssd-14-inc-3k-oled-120hz-0-2ms-tasinabilir-bilgisayar-pm-hbc0000878vtr,hepsiburada,hb_details_202512030147.csv
"lenovo thinkpad e14 21jk00lctx012 i5-13420h 16gb 512ssd 14"" wuxga w11p dizüstü bilgisayar-cnt013",lenovo,,siyah,2 - 4 kg,intel core i5,13420h,13.0,,4.6,16.0,ddr4,intel integrated,integrated,0.0,shared,,,14.0,1920x1200,wuxga,60.0,ips,windows pro,2025-12-03 01:19:45,40239.8,https://www.hepsiburada.com/lenovo-thinkpad-e14-21jk00lctx012-i5-13420h-16gb-512ssd-14-wuxga-w11p-dizustu-bilgisayar-cnt013-pm-hbc0000957vkl,hepsiburada,hb_details_202512030147.csv
"casper nirvana s100 i7-13620h 48gb ddr5 2tb w11h laptop 16"" s100.1362-gx00a-g-f",casper,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,48.0,ddr5,intel integrated,integrated,0.0,shared,,,16.0,1920x1200,,,ips,windows home,2025-12-03 01:19:47,44499.0,https://www.hepsiburada.com/casper-nirvana-s100-i7-13620h-48gb-ddr5-2tb-w11h-laptop-16-s100-1362-gx00a-g-f-pm-hbc0000aa3d2t,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 i5-1334u 8gb 512gb m.2 ssd x1504va-nj2405 atl22 15.6"" w11pro taşınabilir bilgisayar",asus,ofis-is,mavi,2 kg ve altı,intel core i5,1334u,13.0,,4.6,8.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,60.0,,windows pro,2025-12-03 01:19:50,31048.73,https://www.hepsiburada.com/asus-vivobook-15-i5-1334u-16gb-512gb-m-2-ssd-x1504va-nj2405-atl27-15-6-w11pro-tasinabilir-bilgisayar-pm-hbc00008iwh7l,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 intel core i5 13420h 24gb 512gb ssd freedos 15.3"" wuxga 300nit ips taşınabilir bilgisayar 83k1004etra98",lenovo,ofis-is,gri,2 kg ve altı,intel core i5,13420h,13.0,8.0,4.6,24.0,ddr5,integrated,shared,0.0,shared,512.0,,15.3,1920x1200,wuxga,60.0,ips,freedos,2025-12-03 01:19:52,27741.03,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i5-13420h-24gb-512gb-ssd-freedos-15-3-wuxga-300nit-ips-tasinabilir-bilgisayar-83k1004etra98-pm-hbc0000aknnhb,hepsiburada,hb_details_202512030147.csv
"lenovo v15 g4 iru intel core i5-13420h 16gb 2tb ssd 15.6"" fhd windows 11 pro taşınabilir bilgisayar 83a10091tr022",lenovo,ofis-is,siyah,1 - 2 kg,intel core i5,intel core i5,13.0,,4.6,16.0,ddr4,intel integrated,integrated,0.0,shared,2048.0,,15.6,1920x1080,fhd,,tn,windows pro,2025-12-03 01:19:54,31999.0,https://www.hepsiburada.com/lenovo-v15-g4-iru-intel-core-i5-13420h-16gb-2tb-ssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-83a10091tr022-p-hbcv00005pgkah,hepsiburada,hb_details_202512030147.csv
"monster abra a5 v20.6.1 intel core i7 13620h 16 gb ram 1 tb ssd 4 gb rtx 3050 windows 11 15,6"" fhd 144 hz taşınabilir bilgisayar",monster,oyun,siyah,2 - 4 kg,intel core i7,intel core i7,13.0,,4.6,16.0,ddr4,nvidia rtx 3050,integrated,4.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,ips,windows home,2025-12-03 01:19:56,48999.0,https://www.hepsiburada.com/monster-abra-a5-v20-6-5-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-4-gb-rtx-3050-windows-11-15-6-fhd-144-hz-tasinabilir-bilgisayar-pm-hbc00008mag5r,hepsiburada,hb_details_202512030147.csv
"hp 859z5ea probook 440 g10 i7-1355u 16gb 512gb ssd 14.0"" fhd fpr backlit w11pro",hp,,gri,1 - 2 kg,intel core i7,1355u,13.0,,5.0,16.0,ddr4,,integrated,0.0,shared,512.0,,14.0,1920x1080,fhd,,ips,windows pro,2025-12-03 01:19:58,38953.83,https://www.hepsiburada.com/hp-859z5ea-probook-440-g10-ci7-1355u-16gb-512gb-ssd-14-0-fhd-fpr-backlit-w11pro-pm-hbc00005jl9ql,hepsiburada,hb_details_202512030147.csv
"monster abra a5 v20.7.5 intel core i7 13620h 32 gb ram 1 tb ssd 6 gb rtx 4050 windows 11 15,6"" fhd 165 hz oyun bilgisayarı",monster,oyun,siyah,2 - 4 kg,intel core i7,13620h,13.0,10.0,4.9,32.0,ddr5,nvidia rtx 4050,integrated,6.0,gddr6,1024.0,,15.6,1920x1080,fhd,165.0,,windows home,2025-12-03 01:20:00,70599.0,https://www.hepsiburada.com/monster-abra-a5-v20-7-5-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-15-6-fhd-165-hz-oyun-bilgisayari-p-hbcv000095sp6p,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 40gb 1tb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh08 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,40.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:03,57231.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-40gb-1tb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh08-zetta-canta-p-hbcv00008cnfzg,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w02 i7-1355u 16gb 512ssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt003",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,16.0,ddr4,intel integrated,integrated,0.0,shared,,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:05,32999.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w02-i7-1355u-16gb-512ssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt003-p-hbcv000078w5hx,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 24gb 1tb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh05 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,24.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:07,49195.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-24gb-1tb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh05-zetta-canta-p-hbcv00008cnfde,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w i7-1355u 8gb 512ssd 15.6"" fhd windows 11 home taşınabilir bilgisayar",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,8.0,ddr4,intel integrated,integrated,0.0,shared,,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:09,27799.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w-i7-1355u-8gb-512ssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-p-hbcv000078w4na,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 16gb 512gb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh01 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,16.0,ddr5,intel integrated,integrated,0.0,shared,512.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:12,38807.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-16gb-512gb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh01-zetta-canta-p-hbcv00008cng2d,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 16gb 1tb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh02 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,16.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:14,43315.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-16gb-1tb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh02-zetta-canta-p-hbcv00008cnenk,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 24gb 512gb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh04 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,24.0,ddr5,intel integrated,integrated,0.0,shared,512.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:16,44687.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-24gb-512gb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh04-zetta-canta-p-hbcv00008cnecs,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 24gb 1tb ssd + 1tb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh06 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,24.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:18,55565.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-24gb-1tb-ssd-1tb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh06-zetta-canta-p-hbcv00008cnfxi,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim3 intelcore i5 13420h 16 gb 512gb ssd freedos 15.3"" wuxga bilgisayar 83k1004etr+165",lenovo,ofis-is,gümüş,2 kg ve altı,intel core i5,13420h,13.0,12.0,4.6,16.0,ddr5,intel integrated,integrated,0.0,shared,512.0,,15.3,1920x1200,wuxga,60.0,ips,freedos,2025-12-03 01:20:21,25849.0,https://www.hepsiburada.com/lenovo-ideapad-slim3-intelcore-i5-13420h-16-gb-512gb-ssd-freedos-15-3-wuxga-bilgisayar-83k1004etr-165-pm-hbc000094jtu6,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 40gb 1tb ssd + 1tb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh09 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,40.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:23,63601.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-40gb-1tb-ssd-1tb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh09-zetta-canta-p-hbcv00008cnfxk,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w04 i7-1355u 16gb 2tbssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt005",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,16.0,ddr4,intel integrated,integrated,0.0,shared,2048.0,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:25,42999.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w04-i7-1355u-16gb-2tbssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt005-p-hbcv000078w312,hepsiburada,hb_details_202512030147.csv
"lenovo loq 15iax9 intel core i5 12450hx 16 gb 512gb ssd rtx3050 freedos 15.6"" fhd taşınabilir bilgisayar 83gs00qbtr",lenovo,oyun,gri,2 - 4 kg,intel core i5,12450hx,12.0,8.0,4.4,16.0,ddr5,nvidia rtx 3050,dedicated_high_end,6.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:20:27,34599.0,https://www.hepsiburada.com/lenovo-loq-15iax9-intel-core-i5-12450hx-16-gb-512gb-ssd-rtx3050-freedos-15-6-fhd-tasinabilir-bilgisayar-83gs00qbtr-p-hbcv000097pp7c,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 40gb 512gb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh07 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,40.0,ddr5,intel integrated,integrated,0.0,shared,512.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:30,52723.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-40gb-512gb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh07-zetta-canta-p-hbcv00008cnh3w,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w07 i7-1355u 24gb 2tbssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt008",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,24.0,ddr4,intel integrated,integrated,0.0,shared,2048.0,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:31,41999.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w07-i7-1355u-24gb-2tbssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt008-p-hbcv000078w3jt,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w09 i7-1355u 40gb 1tbssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt010",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,40.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:34,44599.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w09-i7-1355u-40gb-1tbssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt010-p-hbcv000078w5m1,hepsiburada,hb_details_202512030147.csv
"lenovo loq 15irx9 intel core i7 13650hx 64gb 2tb ssd rtx4060 windows 11 pro 15.6"" fhd 144hz taşınabilir bilgisayar 83dv00httra36",lenovo,oyun,gri,2 - 4 kg,intel core i7,13650hx,13.0,,4.9,64.0,ddr5,nvidia rtx 4060,dedicated_high_end,8.0,gddr6,2048.0,,15.6,1920x1080,fhd,144.0,ips,windows pro,2025-12-03 01:20:36,89799.0,https://www.hepsiburada.com/lenovo-loq-15irx9-intel-core-i7-13650hx-64gb-2tb-ssd-rtx4060-windows-11-pro-15-6-fhd-144hz-tasinabilir-bilgisayar-83dv00httra36-pm-hbc000074lma5,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 intel core i7 13620h 16gb 1tb ssd + 1tb ssd windows 11 home 16"" wuxga (1920x1200) ips 300nits taşınabilir bilgisayar 83k2001vtrh03 + zetta çanta",lenovo,,gri,2 kg ve altı,intel core i7,13620h,13.0,,4.9,16.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,,ips,windows home,2025-12-03 01:20:38,49685.5,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-16gb-1tb-ssd-1tb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh03-zetta-canta-p-hbcv00008cnh16,hepsiburada,hb_details_202512030147.csv
"lenovo loq 15irx9 intel core i7 13650hx 12gb 1tb ssd 6gb rtx4050 freedos 15.6"" fhd taşınabilir bilgisayar 83dv0118tr",lenovo,oyun,,,intel core i7,13650hx,13.0,,,12.0,ddr5,nvidia rtx 4050,dedicated_high_end,6.0,gddr6,1024.0,,15.6,1920x1080,fhd,,ips,freedos,2025-12-03 01:20:40,45999.0,https://www.hepsiburada.com/lenovo-loq-15irx9-intel-core-i7-13650hx-12gb-1tb-ssd-6gb-rtx4050-freedos-15-6-fhd-tasinabilir-bilgisayar-83dv0118tr-pm-hbc000084k3r1,hepsiburada,hb_details_202512030147.csv
"hp 250 g10 intel core i5 1334u 16gb 512gb ssd windows 11 pro 15.6"" taşınabilir bilgisayar b2nc5esm2",hp,,gri,2 kg ve altı,intel core i5,1334u,13.0,,4.6,16.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,,,va,windows pro,2025-12-03 01:20:42,24999.0,https://www.hepsiburada.com/hp-250-g10-intel-core-i5-1334u-16gb-512gb-ssd-windows-11-pro-15-6-tasinabilir-bilgisayar-b2nc5esm2-pm-hbc000086d9c1,hepsiburada,hb_details_202512030147.csv
"asus zenbook 14 ux3405ca-pp487w intel core ultra 9 285h 32gb 1tb ssd windows 11 home 14"" taşınabilir bilgisayar",asus,,gri,2 kg ve altı,intel core ultra 9,285h,,,5.4,32.0,lpddr5x,integrated,integrated,0.0,shared,1024.0,,14.0,2880x1800,,,oled,windows home,2025-12-03 01:20:44,77999.0,https://www.hepsiburada.com/asus-zenbook-14-ux3405ca-pp487w-intel-core-ultra-9-285h-32gb-1tb-ssd-windows-11-home-14-tasinabilir-bilgisayar-pm-hbc0000821631,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w03 i7-1355u 16gb 1tbssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt004",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,16.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:46,40999.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w03-i7-1355u-16gb-1tbssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt004-p-hbcv000078w4yg,hepsiburada,hb_details_202512030147.csv
