title,brand,intended_use,color,weight,cpu_family,cpu_model,cpu_generation,cpu_cores,cpu_max_ghz,ram_gb,ram_type,gpu_model,gpu_type,gpu_vram_gb,gpu_vram_type,ssd_gb,hdd_gb,screen_size_inch,resolution,display_standard,refresh_rate_hz,panel_type,operating_system,scraped_at,price_try,url,platform,source_file
"victus 16-s0022nt 7z588ea amd r7 7840hs 16gb 512gb ssd rtx4050-6gb freedos 16.1"" 144 hz nıotebook",hp,oyun,mavi,2 - 4 kg,amd ryzen 7,6800hs,7.0,8.0,,16.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,512.0,,16.1,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:53:24,44000.0,https://www.trendyol.com/hp/victus-16-s0022nt-7z588ea-amd-r7-7840hs-16gb-512gb-ssd-rtx4050-6gb-freedos-16-1-144-hz-niotebook-p-739506836?boutiqueid=61&merchantid=149191,trendyol,ty_details_202512030228.csv
"victus gaming 15-fa1082nt intel core i̇5-12500h 16gb 512gb ssd rtx4060 freedos 15.6""laptop b03c7ea",hp,oyun,siyah,2 - 4 kg,intel core i5,12500h,12.0,12.0,,16.0,ddr4,nvidia rtx 4060,dedicated,6.0,ddr4,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:53:25,54999.0,https://www.trendyol.com/hp/victus-gaming-15-fa1082nt-intel-core-i5-12500h-16gb-512gb-ssd-rtx4060-freedos-15-6-laptop-b03c7ea-p-878299828?boutiqueid=61&merchantid=641216,trendyol,ty_details_202512030228.csv
"ideapad 3 15ıau7 82rk018gtx-03 intel core i3-1215u 8gb 256gb ssd 15.6"" tn freedos taşınabilir",lenovo,ev-okul,gri,2 kg ve altı,intel core i3,1215u,12.0,6.0,4.1,8.0,ddr4,intel integrated,integrated,0.0,,256.0,,15.6,1920x1080,fhd,,tn,freedos,2025-12-03 01:53:27,21999.0,https://www.trendyol.com/lenovo/ideapad-3-15iau7-82rk018gtx-03-intel-core-i3-1215u-8gb-256gb-ssd-15-6-tn-freedos-tasinabilir-p-860251340?boutiqueid=61&merchantid=557390,trendyol,ty_details_202512030228.csv
ideapad 3 slim case intel core i̇5-12450h 8gb 1tb ssd freedos 15.6 inç 83er00awtr,lenovo,ofis-is,gri,2 kg ve altı,intel core i5,12450h,12.0,8.0,,8.0,lpddr5,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,tn,freedos,2025-12-03 01:53:28,27490.0,https://www.trendyol.com/lenovo/ideapad-3-slim-case-intel-core-i5-12450h-8gb-1tb-ssd-freedos-15-6-inc-83er00awtr-p-818347611?boutiqueid=61&merchantid=192739,trendyol,ty_details_202512030228.csv
"tuf gaming f16 fx607vj core i̇5 210h 16gb ram 512gb ssd rtx3050 16"" wuxga w11pro",asus,oyun,gri,2 - 4 kg,intel core i5,12500h,12.0,12.0,4.5,16.0,ddr4,nvidia rtx 3050,dedicated,4.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,windows home,2025-12-03 01:53:29,31999.0,https://www.trendyol.com/asus/tuf-gaming-f16-fx607vj-core-i5-210h-16gb-ram-512gb-ssd-rtx3050-16-wuxga-w11pro-p-808572911?boutiqueid=61&merchantid=334898,trendyol,ty_details_202512030228.csv
"tuf a15 fa506ncr-hn007w-gaming ryzen 7 7435hs 8gb 512gb ssd rtx3050 15.6"" fhd w11h notebook",asus,oyun,siyah,2 - 4 kg,amd ryzen 7,7435hs,,8.0,4.5,8.0,ddr5,nvidia rtx 3050,dedicated,4.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,windows home,2025-12-03 01:53:30,30399.0,https://www.trendyol.com/asus/tuf-a15-fa506ncr-hn007w-gaming-ryzen-7-7435hs-8gb-512gb-ssd-rtx3050-15-6-fhd-w11h-notebook-p-994754455?boutiqueid=61&merchantid=1117356,trendyol,ty_details_202512030228.csv
"thin 15 b13uc-3074xtr intel core i5 13420h 16gb 512gb ssd rtx3050 freedos 15.6"" fhd 144hz",msi,oyun,siyah,2 kg ve altı,intel core i5,13420h,13.0,8.0,4.6,16.0,ddr4,nvidia rtx 3050,dedicated,4.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,,freedos,2025-12-03 01:53:31,29999.0,https://www.trendyol.com/msi/thin-15-b13uc-3074xtr-intel-core-i5-13420h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-p-972636737?boutiqueid=61&merchantid=413566,trendyol,ty_details_202512030228.csv
"vivobook 15 x1504va i3-1315u 16gb 512ssd 15.6"" fhd w11p dizüstü bilgisayar",asus,ofis-is,mavi,2 kg ve altı,intel core i3,1215u,12.0,6.0,4.4,16.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,60.0,tn,windows home,2025-12-03 01:53:34,19999.0,https://www.trendyol.com/asus/vivobook-15-x1504va-i3-1315u-16gb-512ssd-15-6-fhd-w11p-dizustu-bilgisayar-p-903714709?boutiqueid=61&merchantid=880551,trendyol,ty_details_202512030228.csv
thın a15 b7ve-076xtr r5-7535hs 16gb ddr5 rtx4050 gddr6 6gb 512gb ssd 15.6 fhd 144hz dos,msi,oyun,siyah,2 - 4 kg,amd ryzen 5,7535hs,7.0,6.0,,16.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:53:35,38100.51,https://www.trendyol.com/msi/thin-a15-b7ve-076xtr-r5-7535hs-16gb-ddr5-rtx4050-gddr6-6gb-512gb-ssd-15-6-fhd-144hz-dos-p-807703910?boutiqueid=61&merchantid=322515,trendyol,ty_details_202512030228.csv
victus 16-r0071nt 8v898ea i7-13700h 32gb ram 1tb ssd 8gb geforce rtx 4070 16.1 inç fhd freedos,hp,oyun,siyah,2 - 4 kg,intel core i7,13700h,13.0,14.0,5.0,32.0,ddr5,nvidia rtx 4070,dedicated,8.0,gddr6,1024.0,,16.1,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:53:36,61999.0,https://www.trendyol.com/hp/victus-16-r0071nt-8v898ea-i7-13700h-32gb-ram-1tb-ssd-8gb-geforce-rtx-4070-16-1-inc-fhd-freedos-p-764895016?boutiqueid=61&merchantid=106934,trendyol,ty_details_202512030228.csv
"tuf a15 fa507nur-lp159-gaming amd r7 7435hs 16gb 512gb ssd rtx 4050 (140w) 15.6"" 144hz ips fhd fdos",asus,oyun,gri,2 - 4 kg,amd ryzen 7,7435hs,7.0,8.0,4.5,16.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:53:37,55800.0,https://www.trendyol.com/asus/tuf-a15-fa507nur-lp159-gaming-amd-r7-7435hs-16gb-512gb-ssd-rtx-4050-140w-15-6-144hz-ips-fhd-fdos-p-890467326?boutiqueid=61&merchantid=1135264,trendyol,ty_details_202512030228.csv
vivobook m1603qa-mb511 amd ryzen 5 5600h 8gb 512gb freedos 16''wuxga,asus,ev-okul,siyah,2 - 4 kg,intel core i3,1000m,,,4.3,8.0,unified,integrated,integrated,0.0,,512.0,,,1920x1080,fhd,,tn,windows home,2025-12-03 01:53:39,19000.0,https://www.trendyol.com/asus/vivobook-m1603qa-mb511-amd-ryzen-5-5600h-8gb-512gb-freedos-16-wuxga-p-670168938?boutiqueid=61&merchantid=365547,trendyol,ty_details_202512030228.csv
"ip1 82qd0072tx-03 i3-1215u 16gb 256gb ssd 15.6"" freedos",lenovo,ev-okul,gri,2 kg ve altı,intel core i3,1215u,12.0,6.0,,16.0,ddr4,intel integrated,integrated,0.0,shared,256.0,,15.6,1920x1080,fhd,60.0,tn,freedos,2025-12-03 01:53:40,24492.0,https://www.trendyol.com/lenovo/ip1-82qd0072tx-03-i3-1215u-16gb-256gb-ssd-15-6-freedos-p-778753053?boutiqueid=61&merchantid=557390,trendyol,ty_details_202512030228.csv
ideapad 3 82rk00xbtx13 i3-1215u 12gb 512ssd 15.6'' fullhd w11p taşınabilir bilgisayar-cnt014,lenovo,ofis-is,gri,2 kg ve altı,intel core i3,1215u,12.0,6.0,,,ddr4,intel integrated,integrated,0.0,shared,,,15.6,1920x1080,fhd,60.0,,windows home,2025-12-03 01:53:42,21999.0,https://www.trendyol.com/lenovo/ideapad-3-82rk00xbtx13-i3-1215u-12gb-512ssd-15-6-fullhd-w11p-tasinabilir-bilgisayar-cnt014-p-792332413?boutiqueid=61&merchantid=1080756,trendyol,ty_details_202512030228.csv
"cyborg 15 a13vf-896xtr intel core i5 13420h 16gb 512gb ssd rtx4060 freedos 15.6"" fhd 144hz",msi,oyun,siyah,2 - 4 kg,intel core i7,13620h,13.0,10.0,,16.0,ddr5,nvidia rtx 5060,dedicated,8.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,tn,freedos,2025-12-03 01:53:43,49999.0,https://www.trendyol.com/msi/cyborg-15-a13vf-896xtr-intel-core-i5-13420h-16gb-512gb-ssd-rtx4060-freedos-15-6-fhd-144hz-p-810345838?boutiqueid=61&merchantid=141868,trendyol,ty_details_202512030228.csv
